UF;NACIONALIDADE;CLASSIFICACAO;QTD
PR;COLÔMBIA;Provisório;170
PR;BÉLGICA;Temporário;14
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;10
PR;GUATEMALA;Temporário;13
PR;IUGUSLAVIA;Residente;1
PR;ESLOVÊNIA;Temporário;1
PR;SERRA LEOA;Residente;102
PR;HONDURAS;Temporário;31
PR;AFRICA DO SUL;Residente;52
PR;TAILÂNDIA;Residente;7
PR;CANADÁ;Residente;229
PR;SUÉCIA;Residente;124
PR;ALEMANHA;Temporário;70
PR;LITUÂNIA;Residente;33
PR;SERVIA E MONTENEGRO;Residente;49
PR;CHILE;Provisório;5
PR;HUNGRIA;Residente;41
PR;ISRAEL;Residente;54
PR;ZÂMBIA;Temporário;1
PR;EQUADOR;Temporário;188
PR;CABO VERDE;Temporário;22
PR;AUSTRIA;Residente;142
PR;JAMAICA;Temporário;6
PR;ESTÔNIA;Residente;13
PR;JAMAICA;Residente;1
PR;MÉXICO;Temporário;82
PR;APÁTRIDA;Residente;118
PR;MAURÍCIO;Residente;2
PR;GRANADA;Residente;8
PR;MALTA;Residente;20
PR;EGITO;Provisório;34
PR;MAURITÂNIA;Residente;11
PR;NICARÁGUA;Temporário;7
PR;CAMARÕES;Residente;9
PR;AFEGANISTÃO;Residente;66
PR;ITÁLIA;Temporário;44
PR;PALESTINA;Residente;97
PR;MALI;Residente;14
PR;CHINA;Temporário;133
PR;BENIN;Residente;49
PR;ANGOLA;Provisório;18
PR;ARGENTINA;Provisório;27
PR;SÍRIA;Provisório;19
PR;GRÉCIA;Residente;51
PR;BENIN;Temporário;16
PR;INDIA;Provisório;1
PR;CONGO;Residente;48
PR;PANAMÁ;Residente;39
PR;HAITI;Provisório;28
PR;CANADÁ;Temporário;9
PR;CABO VERDE;Residente;24
PR;GABÃO;Temporário;7
PR;TOGO;Temporário;17
PR;LUXEMBURGO;Residente;3
PR;FRANÇA;Temporário;135
PR;FILIPINAS;Provisório;4
PR;BOLÍVIA;Provisório;17
PR;NEPAL;Temporário;5
PR;GANA;Temporário;14
PR;REP. DOMINICANA;Temporário;15
PR;INFNI;Residente;2
PR;RÚSSIA;Provisório;45
PR;REINO UNIDO;Temporário;8
PR;DINAMARCA;Temporário;5
PR;COSTA DO MARFIM;Temporário;5
PR;GUINÉ EQUATORIAL;Residente;6
PR;PERU;Provisório;30
PR;EGITO;Temporário;1
PR;ARGÉLIA;Provisório;3
PR;MOLDOVA;Residente;3
PR;TCHECOSLOVAQUIA;Residente;10
PR;URUGUAI;Provisório;5
PR;GEÓRGIA;Residente;6
PR;MOÇAMBIQUE;Provisório;2
PR;NOVA ZELÂNDIA;Residente;30
PR;GUIANA;Provisório;5
PR;IÊMEN;Provisório;1
PR;REPÚBLICA TCHECA;Residente;23
PR;TOGO;Residente;25
PR;FINLÂNDIA;Residente;36
PR;PARAGUAI;Provisório;25
PR;SÉRVIA;Residente;17
PR;COSTA RICA;Temporário;15
PR;GUATEMALA;Residente;23
PR;NIGÉRIA;Temporário;41
PR;AFRICA DO SUL;Provisório;5
PR;EQUADOR;Provisório;24
PR;FINLÂNDIA;Temporário;16
PR;BURKINA FASO;Residente;8
PR;SUÍCA;Temporário;20
PR;SENEGAL;Provisório;24
PR;HONDURAS;Residente;22
PR;BULGÁRIA;Residente;13
PR;JAPÃO;Temporário;44
PR;COSTA RICA;Residente;28
PR;NIGÉRIA;Residente;142
PR;COSTA DO MARFIM;Residente;12
PR;SÍRIA;Temporário;24
PR;TAIWAN, PROVINCIA DA CHINA;Residente;59
PR;GÂMBIA;Residente;13
PR;MARROCOS;Temporário;5
SP;LÍBIA;Provisório;1
SE;PAQUISTÃO;Temporário;2
SE;VENEZUELA;Residente;216
SE;COLÔMBIA;Residente;428
SE;PARAGUAI;Residente;14
SE;ARGENTINA;Temporário;26
SE;CHINA;Residente;177
SE;COSTA RICA;Temporário;1
SE;SUÍCA;Residente;26
SE;AFEGANISTÃO;Residente;1
SE;PERU;Residente;82
SE;CUBA;Residente;105
SE;FRANÇA;Residente;66
SE;PORTUGAL;Residente;244
SE;FILIPINAS;Temporário;14
SE;COLÔMBIA;Temporário;305
SE;REINO UNIDO;Residente;30
SE;ITÁLIA;Residente;160
SE;VENEZUELA;Temporário;45
SE;NIGÉRIA;Residente;2
SE;BÉLGICA;Residente;26
SE;BOLÍVIA;Residente;33
SE;AUSTRÁLIA;Residente;8
SE;ARGENTINA;Residente;158
SE;MÉXICO;Temporário;27
SE;PANAMÁ;Residente;6
SE;ALEMANHA;Residente;63
SE;HUNGRIA;Residente;3
SE;ESPANHA;Residente;58
SE;GUATEMALA;Residente;2
SE;PERU;Temporário;32
SE;CHILE;Temporário;5
SE;CROÁCIA;Residente;2
SE;ESTADOS UNIDOS;Residente;94
SE;URUGUAI;Temporário;3
SE;ESTADOS UNIDOS;Temporário;19
SE;CHILE;Residente;63
SE;CHINA;Temporário;10
SE;CORÉIA DO SUL;Residente;10
SE;BOTSUANA;Temporário;1
SE;EQUADOR;Temporário;8
SE;URUGUAI;Residente;31
SE;MÉXICO;Residente;16
SE;INDIA;Residente;11
SE;RÚSSIA;Temporário;2
SE;BÉLGICA;Provisório;1
SE;PAÍSES BAIXOS;Residente;26
SE;HAITI;Residente;2
SE;FINLÂNDIA;Residente;3
SE;FINLÂNDIA;Temporário;1
SE;PORTUGAL;Temporário;13
SE;REP. DOMINICANA;Residente;4
SE;MOÇAMBIQUE;Temporário;3
SE;MOÇAMBIQUE;Residente;4
SE;GANA;Residente;2
SE;TUNÍSIA;Provisório;5
SE;EQUADOR;Residente;20
SE;SAO TOMÉ E PRÍNCIPE;Residente;2
SE;CANADÁ;Residente;17
SE;BOLÍVIA;Temporário;7
SE;ROMÊNIA;Temporário;1
SE;CROÁCIA;Temporário;17
SE;CUBA;Provisório;82
SE;BANGLADESH;Residente;1
SE;ISLÂNDIA;Residente;1
SE;AFRICA DO SUL;Residente;1
SE;ANGOLA;Temporário;11
SE;MALI;Temporário;1
SE;GUINÉ BISSAU;Temporário;5
SE;JAPÃO;Residente;13
SE;RUANDA;Residente;4
SE;ANGOLA;Residente;18
SE;SENEGAL;Residente;3
SE;MARROCOS;Temporário;2
SE;FILIPINAS;Residente;1
SE;ROMÊNIA;Residente;5
SE;AFEGANISTÃO;Temporário;6
SE;EGITO;Temporário;2
SE;GUINÉ BISSAU;Residente;2
SE;TURQUIA;Provisório;10
SE;CINGAPURA;Residente;1
SE;GRÉCIA;Residente;3
SE;POLÔNIA;Residente;4
SE;NORUEGA;Residente;3
SE;ALEMANHA;Temporário;2
SE;MARROCOS;Residente;4
SE;BULGÁRIA;Residente;3
SE;JORDÂNIA;Residente;1
SE;ITÁLIA;Temporário;2
SE;AUSTRIA;Residente;8
SE;NIGÉRIA;Temporário;1
SE;PAÍSES BAIXOS;Temporário;3
SE;HAITI;Temporário;1
SE;TURQUIA;Residente;4
SE;ESPANHA;Temporário;4
SE;DINAMARCA;Temporário;1
SE;PAQUISTÃO;Residente;2
SE;LÍBANO;Residente;3
SE;SUÉCIA;Residente;5
SE;JAPÃO;Temporário;1
SE;DINAMARCA;Residente;4
SE;MOÇAMBIQUE;Provisório;1
SE;MARROCOS;Provisório;1
SE;INDIA;Temporário;1
SE;CAMARÕES;Residente;2
SE;CABO VERDE;Temporário;4
SE;ARGÉLIA;Residente;3
SE;SÍRIA;Residente;2
SE;REINO UNIDO;Temporário;8
SE;CUBA;Temporário;5
SE;TOGO;Residente;1
SE;RÚSSIA;Residente;16
SE;FRANÇA;Temporário;3
SE;NICARÁGUA;Residente;3
SE;HONDURAS;Residente;5
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
SE;RÚSSIA;Provisório;1
SE;EL SALVADOR;Residente;2
SE;TUNÍSIA;Residente;2
SE;GUINÉ EQUATORIAL;Temporário;1
SE;ESTADOS UNIDOS;Provisório;1
SE;EGITO;Residente;3
SE;CHINA;Provisório;1
SE;LETÔNIA;Temporário;1
SE;GANA;Temporário;1
SE;IRÃ;Residente;4
SE;PARAGUAI;Temporário;2
SE;NOVA ZELÂNDIA;Residente;2
SE;SAO TOMÉ E PRÍNCIPE;Temporário;1
SE;TURQUIA;Temporário;1
SE;AUSTRIA;Temporário;1
SE;GUINÉ;Provisório;1
SE;REP. DOMINICANA;Provisório;1
SE;REINO UNIDO;Provisório;1
SE;GUIANA FRANCESA;Residente;1
SE;ZÂMBIA;Temporário;2
SE;ETIÓPIA;Residente;1
SE;QUÊNIA;Temporário;1
SE;COSTA RICA;Residente;1
SE;CANADÁ;Temporário;1
SE;CABO VERDE;Residente;1
SE;LITUÂNIA;Residente;1
SE;SENEGAL;Temporário;1
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
SE;LITUÂNIA;Temporário;1
SE;TAILÂNDIA;Residente;2
SE;UCRÂNIA;Residente;1
SE;QUÊNIA;Residente;1
SE;POLÔNIA;Temporário;1
RJ;ANTILHAS HOLÂNDESAS;Residente;1
RJ;EMIRADOS ÁRABES;Residente;2
SC;ARGENTINA;Residente;21182
SC;SENEGAL;Residente;289
SC;AUSTRIA;Residente;130
SC;ALEMANHA;Residente;1692
SC;ESTADOS UNIDOS;Residente;1055
SC;CORÉIA DO SUL;Residente;175
SC;ITÁLIA;Residente;1108
SC;RÚSSIA;Residente;1585
SC;URUGUAI;Residente;3884
SC;CHILE;Residente;1284
SC;CHINA;Residente;747
SC;BOLÍVIA;Residente;542
SC;COLÔMBIA;Residente;1842
SC;BÉLGICA;Residente;80
SC;PORTUGAL;Residente;1674
SC;HAITI;Residente;26812
SC;ROMÊNIA;Residente;48
SC;COLÔMBIA;Temporário;1256
SC;ESPANHA;Residente;574
SC;MÉXICO;Residente;170
SC;PERU;Residente;1116
SC;PARAGUAI;Residente;1574
SC;JAPÃO;Residente;321
SC;IRÃ;Residente;147
SC;VENEZUELA;Residente;53298
SC;FRANÇA;Residente;424
SC;SUÍCA;Residente;204
SC;REINO UNIDO;Residente;437
SC;ISRAEL;Residente;94
SC;ARÁBIA SAUDITA;Residente;9
SC;UCRÂNIA;Residente;94
SC;INDIA;Residente;73
SC;NORUEGA;Residente;39
SC;EL SALVADOR;Residente;28
SC;MARROCOS;Residente;151
SC;GUINÉ;Residente;41
SC;SÉRVIA;Residente;14
SC;CUBA;Residente;1460
SC;POLÔNIA;Residente;136
SC;ANGOLA;Residente;249
SC;FRANÇA;Temporário;65
SC;PAÍSES BAIXOS;Residente;192
SC;REP. DOMINICANA;Residente;217
SC;IRAQUE;Residente;29
SC;PAQUISTÃO;Residente;75
SC;APÁTRIDA;Residente;16
SC;BANGLADESH;Residente;84
SC;CANADÁ;Residente;147
SC;DINAMARCA;Residente;29
SC;NIGÉRIA;Residente;43
SC;FILIPINAS;Residente;140
SC;JORDÂNIA;Residente;113
SC;TCHECOSLOVAQUIA;Residente;5
SC;ALBÂNIA;Residente;9
SC;AFRICA DO SUL;Residente;33
SC;SÍRIA;Residente;312
SC;GANA;Residente;445
SC;LÍBANO;Residente;272
SC;IRLANDA;Residente;46
SC;SERVIA E MONTENEGRO;Residente;20
SC;EQUADOR;Residente;187
SC;SUÉCIA;Residente;61
SC;NOVA ZELÂNDIA;Residente;30
SC;AUSTRÁLIA;Residente;75
SC;GUATEMALA;Residente;19
SC;PANAMÁ;Residente;15
SC;MAURITÂNIA;Residente;5
BA;GUINÉ BISSAU;Residente;72
BA;FILIPINAS;Residente;66
BA;PORTUGAL;Residente;2397
BA;ARGENTINA;Residente;4607
BA;CHILE;Residente;832
BA;AUSTRIA;Residente;154
BA;FRANÇA;Residente;1203
BA;CHINA;Residente;1090
BA;ITÁLIA;Residente;3255
BA;ESTADOS UNIDOS;Residente;1246
BA;TURQUIA;Temporário;2
BA;NORUEGA;Residente;59
BA;CHINA;Temporário;944
BA;VENEZUELA;Temporário;738
BA;GUINÉ BISSAU;Temporário;261
BA;BOLÍVIA;Residente;355
BA;VENEZUELA;Residente;1784
BA;HAITI;Residente;51
BA;EQUADOR;Residente;72
BA;LÍBANO;Residente;83
BA;PARAGUAI;Residente;145
BA;ESPANHA;Residente;2253
BA;ALEMANHA;Residente;1341
BA;INDIA;Residente;87
BA;SUÍCA;Residente;767
BA;CUBA;Residente;762
BA;SÍRIA;Residente;37
BA;MOLDOVA;Residente;3
BA;MOÇAMBIQUE;Temporário;169
BA;JAPÃO;Residente;526
BA;COLÔMBIA;Temporário;993
BA;JAPÃO;Temporário;10
BA;HAITI;Temporário;52
BA;RÚSSIA;Residente;77
BA;ARGENTINA;Temporário;369
BA;URUGUAI;Residente;581
BA;FRANÇA;Temporário;80
BA;BÉLGICA;Residente;267
BA;ANGOLA;Temporário;200
BA;SUÉCIA;Residente;94
BA;NOVA ZELÂNDIA;Temporário;2
BA;BÉLGICA;Temporário;9
BA;ESTADOS UNIDOS;Temporário;229
BA;MOÇAMBIQUE;Residente;63
BA;ROMÊNIA;Residente;38
BA;COLÔMBIA;Residente;1647
BA;ALEMANHA;Temporário;89
BA;PERU;Residente;538
BA;ITÁLIA;Temporário;94
BA;TURQUIA;Residente;49
BA;CANADÁ;Residente;159
BA;FINLÂNDIA;Residente;24
BA;TOGO;Residente;10
BA;MÉXICO;Residente;150
BA;AUSTRÁLIA;Residente;58
BA;PAÍSES BAIXOS;Residente;297
BA;CABO VERDE;Temporário;20
BA;EGITO;Residente;24
BA;NIGÉRIA;Residente;66
BA;CONGO;Temporário;30
BA;CUBA;Provisório;199
BA;BENIN;Residente;11
BA;CORÉIA DO SUL;Residente;411
BA;ANGOLA;Residente;131
BA;REINO UNIDO;Residente;387
BA;ESLOVÊNIA;Residente;15
BA;ESLOVÁQUIA;Residente;13
BA;NICARÁGUA;Residente;25
BA;SENEGAL;Residente;57
BA;BULGÁRIA;Residente;4
BA;CONGO;Residente;10
BA;CANADÁ;Temporário;11
BA;GRÉCIA;Residente;36
BA;CUBA;Temporário;68
BA;CHILE;Temporário;163
BA;INDONÉSIA;Residente;19
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;4
BA;CABO VERDE;Residente;49
BA;ESPANHA;Temporário;29
BA;SENEGAL;Temporário;5
BA;FRANÇA;Provisório;7
BA;EL SALVADOR;Residente;15
BA;POLÔNIA;Residente;113
BA;COSTA DO MARFIM;Temporário;3
BA;REPÚBLICA TCHECA;Temporário;1
BA;IRLANDA;Residente;57
BA;ISRAEL;Residente;50
BA;LUXEMBURGO;Residente;21
BA;BANGLADESH;Temporário;4
BA;DINAMARCA;Residente;50
BA;LETÔNIA;Residente;6
BA;HUNGRIA;Residente;19
BA;PERU;Temporário;108
BA;BOLÍVIA;Temporário;69
BA;EQUADOR;Temporário;45
BA;EGITO;Temporário;2
BA;IRÃ;Residente;17
BA;REP. DOMINICANA;Temporário;5
BA;AUSTRÁLIA;Temporário;10
BA;GUATEMALA;Temporário;6
BA;BURUNDI;Temporário;11
BA;SERVIA E MONTENEGRO;Residente;9
BA;PARAGUAI;Temporário;61
BA;TOGO;Temporário;9
BA;BENIN;Temporário;16
BA;SÍRIA;Temporário;7
BA;BELARUS;Residente;3
BA;MÉXICO;Temporário;27
BA;ETIÓPIA;Temporário;4
BA;REINO UNIDO;Temporário;18
BA;NIGÉRIA;Temporário;41
BA;GUINÉ;Residente;3
BA;PORTUGAL;Temporário;121
BA;UCRÂNIA;Provisório;2
BA;TRINIDAD E TOBAGO;Residente;4
BA;ITÁLIA;Provisório;16
BA;RÚSSIA;Temporário;12
BA;CROÁCIA;Residente;19
BA;QUÊNIA;Residente;11
BA;AFEGANISTÃO;Temporário;17
BA;PAQUISTÃO;Temporário;5
BA;AFRICA DO SUL;Residente;24
BA;SUÍCA;Temporário;27
BA;SÉRVIA;Residente;13
BA;ESTÔNIA;Residente;3
BA;TAIWAN, PROVINCIA DA CHINA;Residente;5
BA;AUSTRIA;Temporário;7
BA;JORDÂNIA;Residente;4
BA;MADAGASCAR;Residente;4
BA;CAMARÕES;Residente;5
BA;VENEZUELA;Provisório;42
BA;ALEMANHA;Provisório;26
BA;SUÍCA;Provisório;3
BA;URUGUAI;Temporário;16
BA;CHINA;Provisório;28
BA;CANADÁ;Provisório;1
BA;RÚSSIA;Provisório;13
BA;REPÚBLICA TCHECA;Residente;15
BA;PALESTINA;Residente;9
BA;GUATEMALA;Residente;9
BA;SAO TOMÉ E PRÍNCIPE;Temporário;6
BA;TUNÍSIA;Residente;9
BA;GABÃO;Temporário;10
BA;MARROCOS;Residente;20
BA;PANAMÁ;Residente;17
BA;UCRÂNIA;Temporário;7
BA;HONDURAS;Residente;10
BA;UCRÂNIA;Residente;29
BA;TANZÂNIA;Residente;5
BA;GUIANA;Residente;1
BA;CHADE;Temporário;1
BA;GÂMBIA;Residente;2
BA;ARGÉLIA;Residente;5
BA;GANA;Residente;7
BA;ARMÊNIA;Residente;1
BA;REP. DOMINICANA;Residente;27
BA;CORÉIA DO SUL;Temporário;9
BA;IRAQUE;Residente;4
BA;NOVA ZELÂNDIA;Residente;28
BA;INDIA;Temporário;9
BA;REP. CENTRO AFRICANA;Residente;1
BA;CAMARÕES;Temporário;10
BA;COSTA RICA;Residente;14
BA;IRÃ;Temporário;2
BA;UZBEQUISTÃO;Residente;3
BA;POLÔNIA;Temporário;4
BA;BÓSNIA-HERZEGOVINA;Residente;1
BA;ROMÊNIA;Temporário;2
BA;HONG-KONG (R.A.E.);Residente;3
BA;BANGLADESH;Residente;20
BA;JAMAICA;Temporário;5
BA;SAO TOMÉ E PRÍNCIPE;Residente;7
BA;BURUNDI;Residente;8
BA;BENIN;Provisório;2
BA;IÊMEN;Residente;1
BA;PAQUISTÃO;Residente;12
BA;ESTADOS UNIDOS;Provisório;9
BA;KUAITE;Residente;2
BA;GUIANA FRANCESA;Residente;6
BA;MARROCOS;Provisório;6
BA;CAZAQUISTÃO;Temporário;3
BA;MAURÍCIO;Residente;1
BA;ESTÔNIA;Temporário;1
BA;DINAMARCA;Temporário;2
BA;ANTARTICO CHILENO;Residente;1
BA;HONDURAS;Temporário;9
BA;SUDÃO;Residente;3
BA;JAMAICA;Residente;2
BA;COSTA DO MARFIM;Residente;6
BA;GANA;Temporário;7
BA;IRLANDA;Temporário;2
BA;MÔNACO;Residente;1
BA;MALÁSIA;Residente;4
BA;ALBÂNIA;Residente;6
BA;TURQUIA;Provisório;1
BA;LITUÂNIA;Residente;4
BA;ESLOVÁQUIA;Temporário;3
BA;GEÓRGIA;Residente;2
BA;GRÉCIA;Provisório;1
BA;APÁTRIDA;Residente;3
BA;PAÍSES BAIXOS;Temporário;13
BA;NIGÉRIA;Provisório;1
BA;ROMÊNIA;Provisório;5
BA;FILIPINAS;Temporário;4
BA;ZIMBÁBUE;Temporário;1
BA;GRANADA;Residente;1
BA;TAIWAN, PROVINCIA DA CHINA;Temporário;1
BA;ISLÂNDIA;Residente;1
BA;CROÁCIA;Temporário;2
BA;ESPANHA;Provisório;6
BA;NORUEGA;Temporário;2
BA;UNIÃO SOVIÉTICA;Residente;2
BA;PORTO RICO;Residente;1
BA;AFRICA DO SUL;Temporário;84
BA;CINGAPURA;Residente;2
BA;QUÊNIA;Temporário;3
BA;SUÉCIA;Temporário;4
BA;FIJI, ILHAS;Temporário;1
BA;MALI;Temporário;2
BA;LÍBANO;Temporário;2
BA;SURINAME;Residente;2
BA;ZÂMBIA;Residente;1
BA;CINGAPURA;Temporário;2
BA;BURKINA FASO;Temporário;2
BA;QUÊNIA;Provisório;1
BA;BURKINA FASO;Residente;1
BA;NEPAL;Residente;1
BA;GUINÉ EQUATORIAL;Temporário;3
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;4
BA;TCHECOSLOVAQUIA;Residente;1
BA;AFEGANISTÃO;Residente;16
BA;BOLÍVIA;Provisório;3
BA;SURINAME;Temporário;1
BA;EGITO;Provisório;1
BA;LETÔNIA;Temporário;1
BA;UGANDA;Temporário;1
BA;MALTA;Residente;1
BA;SAN MARINO;Residente;2
BA;VIETINA;Residente;1
BA;NICARÁGUA;Provisório;1
BA;TANZÂNIA;Temporário;1
BA;LÍBIA;Residente;1
BA;COLÔMBIA;Provisório;3
BA;LITUÂNIA;Temporário;1
BA;COSTA RICA;Temporário;2
BA;HUNGRIA;Temporário;1
BA;INDONÉSIA;Temporário;1
BA;CAZAQUISTÃO;Residente;2
RJ;HONG-KONG (R.A.E.);Temporário;1
RJ;GRANADA;Temporário;1
RJ;CANADÁ;Provisório;1
RJ;CHADE;Temporário;2
RJ;IRAQUE;Temporário;1
RJ;OMÃ, SULTANATO DE;Temporário;1
RJ;REP. MONTENEGRO;Residente;2
RJ;NACIONALIDADE INDEFINIDA;Residente;1
RJ;ZÂMBIA;Temporário;1
PR;ARGENTINA;Fronteiriço;207
PR;PARAGUAI;Fronteiriço;2960
PR;BOLÍVIA;Fronteiriço;3
PR;GUINÉ;Provisório;23
PR;CHINA;Provisório;17
PR;PANAMÁ;Temporário;9
PR;URUGUAI;Fronteiriço;1
PR;SURINAME;Provisório;2
PR;ESPANHA;Provisório;11
PR;TANZÂNIA;Provisório;2
PR;LÍBANO;Temporário;31
PR;IÊMEN;Residente;95
PR;CORÉIA DO SUL;Temporário;28
PR;PAQUISTÃO;Provisório;15
PR;EL SALVADOR;Temporário;20
PR;ISRAEL;Provisório;2
PR;JORDÂNIA;Provisório;3
PR;ROMÊNIA;Provisório;6
PR;LÍBIA;Residente;168
PR;UCRÂNIA;Provisório;3
PR;IRÃ;Provisório;6
PR;NICARÁGUA;Provisório;9
PR;LIBÉRIA;Provisório;1
PR;FRANÇA;Provisório;2
PR;FILIPINAS;Temporário;10
PR;PALESTINA;Provisório;14
PR;IRAQUE;Provisório;1
PR;CORÉIA DO SUL;Provisório;2
PR;LIBÉRIA;Residente;2
PR;NICARÁGUA;Residente;22
PR;ANDORRA;Provisório;2
PR;ALBÂNIA;Residente;3
PR;PAQUISTÃO;Fronteiriço;2
PR;INDONÉSIA;Residente;46
PR;CABO VERDE;Provisório;1
PR;GUIANA;Temporário;16
PR;LÍBANO;Fronteiriço;2
PR;CAZAQUISTÃO;Provisório;1
PR;CHINA;Fronteiriço;1
PR;CONGO;Provisório;16
PR;MALÁSIA;Residente;16
PR;HONG-KONG (R.A.E.);Residente;5
PR;VIETNAM DO NORTE;Residente;2
PR;MYANMAR;Residente;1
PR;VIETINA;Residente;6
PR;ETIÓPIA;Residente;2
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;44
PR;BARBADOS;Residente;2
PR;SUDÃO;Residente;37
PR;KUAITE;Residente;2
PR;BURUNDI;Residente;6
MG;DINAMARCA;Temporário;10
MG;CHINA;Residente;1487
MG;COLÔMBIA;Temporário;2221
MG;ARGENTINA;Residente;2066
MG;CHILE;Residente;1027
MG;SUÍCA;Residente;273
MG;URUGUAI;Residente;524
MG;ESTADOS UNIDOS;Residente;1842
MG;ESPANHA;Residente;918
MG;VENEZUELA;Temporário;8933
MG;ALEMANHA;Residente;1009
MG;PORTUGAL;Residente;3638
MG;EQUADOR;Temporário;164
MG;HAITI;Residente;4443
MG;MÉXICO;Residente;224
MG;ITÁLIA;Residente;2499
MG;PERU;Residente;976
MG;RÚSSIA;Temporário;28
MG;LETÔNIA;Residente;13
MG;JAPÃO;Residente;1066
MG;EL SALVADOR;Residente;35
MG;COSTA RICA;Temporário;20
MG;BOLÍVIA;Residente;1139
MG;NOVA ZELÂNDIA;Residente;49
MG;VENEZUELA;Residente;7689
MG;PERU;Temporário;358
MG;HAITI;Provisório;10
MG;BÉLGICA;Residente;219
MG;MOÇAMBIQUE;Temporário;299
MG;REINO UNIDO;Residente;468
MG;COLÔMBIA;Residente;2159
MG;MOÇAMBIQUE;Residente;81
MG;PAÍSES BAIXOS;Residente;469
MG;CANADÁ;Residente;196
MG;CORÉIA DO SUL;Residente;134
MG;LITUÂNIA;Residente;16
MG;LÍBIA;Residente;32
MG;ITÁLIA;Temporário;83
MG;PORTUGAL;Temporário;130
MG;ESTADOS UNIDOS;Temporário;246
MG;ESPANHA;Temporário;31
MG;BOLÍVIA;Temporário;634
MG;FRANÇA;Residente;778
MG;TRINIDAD E TOBAGO;Residente;5
MG;FRANÇA;Temporário;305
MG;PARAGUAI;Residente;286
MG;GUINÉ BISSAU;Residente;92
MG;BÉLGICA;Temporário;21
MG;HAITI;Temporário;581
MG;AFRICA DO SUL;Residente;63
MG;CUBA;Temporário;89
MG;FILIPINAS;Residente;84
MG;CUBA;Provisório;955
MG;FILIPINAS;Temporário;16
MG;ANGOLA;Residente;262
MG;GUINÉ EQUATORIAL;Temporário;25
MG;BULGÁRIA;Residente;6
MG;PAÍSES BAIXOS;Temporário;12
MG;PANAMÁ;Residente;47
MG;SENEGAL;Residente;134
MG;ANGOLA;Temporário;201
MG;COSTA RICA;Residente;36
MG;VENEZUELA;Provisório;677
MG;CUBA;Residente;789
MG;ANDORRA;Residente;1
MG;DINAMARCA;Residente;60
MG;AUSTRÁLIA;Residente;135
MG;QUÊNIA;Temporário;13
MG;LÍBANO;Residente;376
MG;NIGÉRIA;Temporário;108
MG;IRÃ;Residente;37
MG;SÍRIA;Residente;226
MG;INDIA;Temporário;30
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;2
MG;POLÔNIA;Residente;118
MG;AUSTRIA;Residente;132
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;21
MG;NICARÁGUA;Residente;51
MG;INDIA;Residente;154
MG;CONGO;Provisório;3
MG;CHINA;Temporário;268
MG;HUNGRIA;Residente;39
MG;SUÉCIA;Residente;66
MG;GABÃO;Temporário;25
MG;MARROCOS;Provisório;25
MG;HONDURAS;Residente;38
MG;SAO TOMÉ E PRÍNCIPE;Temporário;25
MG;RÚSSIA;Residente;103
MG;TAIWAN, PROVINCIA DA CHINA;Residente;1
MG;CROÁCIA;Residente;12
MG;ARGENTINA;Temporário;138
MG;ALEMANHA;Temporário;61
MG;GUATEMALA;Residente;18
MG;PAQUISTÃO;Residente;34
MG;EQUADOR;Residente;184
MG;CHILE;Temporário;147
MG;BELARUS;Residente;4
MG;TURQUIA;Residente;40
MG;INDONÉSIA;Temporário;8
MG;MALÁSIA;Residente;5
MG;REP. DOMINICANA;Residente;44
MG;NORUEGA;Residente;41
MG;PALESTINA;Provisório;3
MG;BANGLADESH;Provisório;22
MG;JAPÃO;Temporário;45
MG;QUÊNIA;Residente;14
MG;REINO UNIDO;Temporário;16
MG;MÉXICO;Temporário;87
MG;ESLOVÁQUIA;Temporário;7
MG;GUINÉ BISSAU;Temporário;86
MG;AUSTRIA;Temporário;10
MG;CABO VERDE;Temporário;73
MG;POLÔNIA;Temporário;8
MG;TUNÍSIA;Temporário;4
MG;FINLÂNDIA;Residente;24
MG;CONGO;Residente;36
MG;BENIN;Temporário;56
MG;IRLANDA;Residente;68
MG;GANA;Residente;23
MG;INDONÉSIA;Residente;37
MG;CAMARÕES;Residente;27
MG;SENEGAL;Temporário;18
MG;ROMÊNIA;Temporário;8
MG;ARGÉLIA;Provisório;1
MG;ISRAEL;Residente;48
MG;SUDÃO;Provisório;3
MG;TURQUIA;Provisório;5
MG;LUXEMBURGO;Residente;34
MG;PAQUISTÃO;Temporário;40
MG;COLÔMBIA;Provisório;29
MG;CABO VERDE;Residente;29
MG;SERVIA E MONTENEGRO;Residente;24
MG;UCRÂNIA;Temporário;20
MG;FIJI, ILHAS;Residente;4
MG;CORÉIA DO SUL;Temporário;5
MG;REINO UNIDO;Provisório;1
MG;IRAQUE;Residente;21
MG;HONDURAS;Temporário;56
MG;BANGLADESH;Residente;144
MG;TAIWAN, PROVINCIA DA CHINA;Temporário;4
MG;UCRÂNIA;Residente;29
MG;APÁTRIDA;Residente;10
