UF;NACIONALIDADE;CLASSIFICACAO;QTD
AL;ESTADOS UNIDOS;Residente;113
AL;ARGENTINA;Temporário;32
AL;MOÇAMBIQUE;Residente;4
AL;VENEZUELA;Provisório;15
AL;BOLÍVIA;Residente;55
AL;ESPANHA;Temporário;10
AL;AUSTRIA;Residente;12
AL;EGITO;Residente;6
AL;EQUADOR;Residente;11
AL;PERU;Temporário;36
AL;PERU;Residente;74
AL;NOVA ZELÂNDIA;Residente;4
AL;NICARÁGUA;Residente;5
AL;IÊMEN;Residente;1
AL;CANADÁ;Residente;29
AL;ANGOLA;Residente;17
AL;EQUADOR;Temporário;12
AL;MÉXICO;Residente;9
AL;BENIN;Temporário;6
AL;PORTUGAL;Temporário;21
AL;REP. DOMINICANA;Residente;3
AL;TURQUIA;Residente;3
AL;AFRICA DO SUL;Residente;7
AL;POLÔNIA;Temporário;1
AL;MOÇAMBIQUE;Temporário;7
AL;JAPÃO;Residente;20
AL;BOLÍVIA;Temporário;18
AL;RÚSSIA;Residente;10
AL;SENEGAL;Residente;15
AL;INDIA;Residente;5
AL;ANGOLA;Temporário;6
AL;UCRÂNIA;Residente;3
AL;PARAGUAI;Residente;11
AL;CAMARÕES;Residente;2
AL;CHILE;Temporário;22
AL;MARROCOS;Provisório;1
AL;SAMOA OCIDENTAL;Residente;2
AL;BÉLGICA;Residente;21
AL;GUATEMALA;Temporário;3
AL;IRÃ;Residente;4
AL;GUIANA FRANCESA;Residente;1
AL;HAITI;Residente;3
AL;CHINA;Provisório;1
AL;POLÔNIA;Residente;8
AL;MÉXICO;Temporário;2
AL;BENIN;Residente;3
AL;GUINÉ EQUATORIAL;Temporário;1
AL;NORUEGA;Residente;16
AL;CONGO;Temporário;4
AL;GUINÉ BISSAU;Temporário;7
AL;MYANMAR;Temporário;1
AL;PANAMÁ;Residente;2
AL;EL SALVADOR;Residente;4
AL;GUATEMALA;Residente;2
AL;ARGÉLIA;Residente;4
AL;ROMÊNIA;Residente;3
AL;LÍBANO;Residente;5
AL;AUSTRÁLIA;Temporário;1
AL;LETÔNIA;Residente;1
AL;SUÍCA;Temporário;3
AL;SAO TOMÉ E PRÍNCIPE;Temporário;4
AL;GRÉCIA;Residente;6
AL;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
AL;URUGUAI;Temporário;1
AL;AUSTRÁLIA;Residente;2
AL;CROÁCIA;Residente;2
AL;SRI LANKA;Residente;1
AL;CORÉIA DO SUL;Residente;4
AL;NIGÉRIA;Temporário;2
AL;MALÁSIA;Residente;1
AL;GABÃO;Temporário;1
AL;EGITO;Provisório;1
AL;SÉRVIA;Residente;2
AL;ESTADOS UNIDOS;Provisório;2
AL;HAITI;Temporário;1
AL;NAMÍBIA;Temporário;1
AL;LUXEMBURGO;Residente;1
AL;FRANÇA;Temporário;3
AL;COSTA RICA;Residente;2
AL;SAO TOMÉ E PRÍNCIPE;Residente;2
AL;QUÊNIA;Residente;1
AL;ALEMANHA;Temporário;3
AL;PORTO RICO;Residente;1
AL;MALTA;Residente;2
AL;GANA;Temporário;1
AL;TCHECOSLOVAQUIA;Residente;1
AL;INDONÉSIA;Temporário;1
AL;ESLOVÊNIA;Residente;2
AL;CANADÁ;Temporário;1
AL;TONGA;Temporário;1
AL;FIJI, ILHAS;Residente;1
AL;JORDÂNIA;Residente;1
AL;ISRAEL;Residente;1
AL;CONGO;Provisório;1
AL;COSTA DO MARFIM;Residente;1
AL;BHUTAN;Residente;1
AL;RUANDA;Residente;1
AL;HONDURAS;Residente;1
AL;MARROCOS;Residente;1
AL;INDONÉSIA;Residente;2
AL;BANGLADESH;Residente;2
AL;REPÚBLICA TCHECA;Residente;1
AL;FINLÂNDIA;Residente;3
AL;ARGENTINA;Provisório;1
AL;ISRAEL;Provisório;1
AL;ESLOVÁQUIA;Residente;1
AL;SERVIA E MONTENEGRO;Residente;1
AL;GANA;Residente;1
AL;REP. DOMINICANA;Temporário;1
AL;ARUBA;Residente;1
AL;ALBÂNIA;Residente;1
AL;JAMAICA;Temporário;1
AL;ESLOVÊNIA;Temporário;1
TO;HONDURAS;Residente;2
TO;URUGUAI;Residente;9
TO;CANADÁ;Residente;2
TO;GUINÉ BISSAU;Residente;6
TO;RÚSSIA;Residente;2
TO;MADAGASCAR;Residente;1
TO;FILIPINAS;Residente;3
TO;NICARÁGUA;Residente;2
TO;CABO VERDE;Residente;5
TO;DINAMARCA;Residente;2
TO;GUINÉ;Residente;1
TO;GUIANA FRANCESA;Residente;1
TO;COSTA RICA;Residente;1
TO;CONGO;Residente;3
TO;SUÉCIA;Residente;2
TO;EQUADOR;Residente;5
RR;VENEZUELA;Residente;70799
RR;VENEZUELA;Provisório;11203
RR;VENEZUELA;Temporário;60477
RR;CUBA;Provisório;8693
RR;URUGUAI;Residente;10
RR;HAITI;Residente;286
RR;GUIANA;Temporário;1009
RR;COLÔMBIA;Residente;262
RR;GUIANA FRANCESA;Residente;129
RR;GUIANA;Provisório;136
RR;CUBA;Residente;291
RR;BENIN;Residente;12
RR;CHINA;Residente;56
RR;COLÔMBIA;Temporário;101
RR;EQUADOR;Residente;17
RR;ESTADOS UNIDOS;Residente;101
RR;GUIANA;Residente;332
RR;CONGO;Provisório;3
RR;PERU;Residente;225
RR;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;2
RR;PERU;Temporário;57
RR;COLÔMBIA;Provisório;382
RR;BENIN;Provisório;3
RR;MÉXICO;Residente;8
RR;BENIN;Temporário;3
RR;BOLÍVIA;Residente;18
RR;ANDORRA;Provisório;4
RR;RÚSSIA;Provisório;2
RR;EQUADOR;Provisório;36
RR;VATICANO;Residente;2
RR;ESPANHA;Residente;24
RR;SURINAME;Residente;5
RR;GUINÉ BISSAU;Temporário;3
RR;HAITI;Temporário;61
RR;PORTUGAL;Residente;74
RR;CONGO;Residente;6
RR;ESPANHA;Provisório;2
RR;GUIANA FRANCESA;Residente;1
RR;LÍBANO;Residente;9
RR;CABO VERDE;Residente;1
RR;ARGENTINA;Temporário;8
RR;ITÁLIA;Residente;50
RR;PARAGUAI;Temporário;9
RR;MARROCOS;Residente;2
RR;ESPANHA;Temporário;1
RR;ALEMANHA;Residente;12
RR;CUBA;Temporário;15
RR;HAITI;Provisório;38
RR;SAO TOMÉ E PRÍNCIPE;Residente;1
RR;REP. DOMINICANA;Provisório;29
RR;GANA;Temporário;2
RR;JAPÃO;Residente;18
RR;SUÍCA;Residente;15
RR;REP. DOMINICANA;Residente;13
RR;ITÁLIA;Temporário;7
RR;CHILE;Residente;30
RR;REINO UNIDO;Residente;10
RR;NIGÉRIA;Residente;21
RR;ARGENTINA;Residente;24
RR;SÍRIA;Residente;48
RR;GANA;Residente;4
RR;HONDURAS;Residente;4
RR;CANADÁ;Residente;10
RR;NIGÉRIA;Temporário;6
RR;ANGOLA;Temporário;3
RR;FRANÇA;Residente;12
RR;CONGO;Temporário;5
RR;GABÃO;Temporário;2
RR;QUÊNIA;Residente;11
RR;PERU;Provisório;56
RR;ETIÓPIA;Residente;2
RR;MOÇAMBIQUE;Temporário;4
RR;PARAGUAI;Residente;12
RR;URUGUAI;Provisório;1
RR;PAÍSES BAIXOS;Residente;4
RR;CHILE;Provisório;5
RR;GUIANA FRANCESA;Temporário;1
RR;NIGÉRIA;Provisório;10
RR;GUINÉ EQUATORIAL;Temporário;5
RR;EL SALVADOR;Residente;2
RR;INDIA;Provisório;2
RR;GUINÉ BISSAU;Provisório;2
RR;ZIMBÁBUE;Residente;1
RR;COLÔMBIA;Residente;1
RR;AFRICA DO SUL;Residente;2
RR;CHILE;Temporário;8
RR;TURQUIA;Residente;2
RR;ANGOLA;Provisório;2
RR;SURINAME;Provisório;1
RR;PAQUISTÃO;Residente;5
RR;BULGÁRIA;Residente;1
RR;LÍBANO;Provisório;2
RR;PORTUGAL;Temporário;5
RR;EQUADOR;Temporário;11
RR;MOÇAMBIQUE;Residente;2
RR;QUÊNIA;Temporário;4
RR;PALESTINA;Residente;5
RR;ESTADOS UNIDOS;Temporário;1
RR;SUÉCIA;Residente;1
RR;UGANDA;Residente;2
RR;LÍBIA;Residente;1
RR;UCRÂNIA;Provisório;2
RR;PERU;Residente;1
RR;ESLOVÊNIA;Provisório;1
RR;MÉXICO;Temporário;3
RR;TANZÂNIA;Temporário;1
RR;MALÁSIA;Provisório;1
RR;ISRAEL;Residente;1
RR;EGITO;Provisório;1
RR;FRANÇA;Temporário;2
RR;ARGENTINA;Provisório;2
RR;FILIPINAS;Residente;1
RR;COSTA DO MARFIM;Residente;3
RR;ESTADOS UNIDOS;Provisório;2
RR;INDIA;Residente;2
RR;BOLÍVIA;Provisório;4
RR;FRANÇA;Provisório;1
RR;MÉXICO;Provisório;1
RR;CABO VERDE;Provisório;2
RR;PORTUGAL;Provisório;6
RR;BÉLGICA;Residente;2
RR;AUSTRIA;Residente;3
RR;AUSTRÁLIA;Residente;1
RR;GUIANA FRANCESA;Provisório;2
RR;CAMARÕES;Provisório;3
RR;BOLÍVIA;Temporário;8
RR;DINAMARCA;Residente;2
RR;TRINIDAD E TOBAGO;Provisório;5
RR;SURINAME;Temporário;1
RR;CABO VERDE;Temporário;1
RR;ESLOVÁQUIA;Residente;1
RR;DOMINICA;Provisório;1
RR;AFEGANISTÃO;Provisório;1
RR;NICARÁGUA;Residente;1
RR;BURKINA FASO;Provisório;1
RR;BANGLADESH;Residente;1
RR;CHINA;Provisório;4
RR;GANA;Provisório;2
RR;TANZÂNIA;Residente;1
RR;HONDURAS;Provisório;1
RR;POLÔNIA;Residente;1
RR;JORDÂNIA;Residente;4
RR;CABO VERDE;Residente;3
RR;UNIÃO SOVIÉTICA;Residente;1
RR;COSTA RICA;Residente;1
RR;TUNÍSIA;Provisório;1
RR;ESLOVÊNIA;Residente;2
RR;EGITO;Residente;1
RR;TURQUIA;Provisório;1
RR;JORDÂNIA;Provisório;1
RR;CORÉIA DO SUL;Residente;1
RR;BARBADOS;Residente;1
RR;ITÁLIA;Provisório;2
RR;COSTA DO MARFIM;Temporário;1
RR;CHINA;Temporário;1
RR;AFEGANISTÃO;Residente;1
RR;CROÁCIA;Residente;1
RR;BARBADOS;Provisório;1
MS;SUDÃO;Residente;4
MS;MALTA;Residente;3
MS;EGITO;Temporário;1
MS;AFEGANISTÃO;Residente;1
MS;BENIN;Residente;1
MS;BENIN;Temporário;2
MS;DINAMARCA;Temporário;1
MS;GUIANA FRANCESA;Provisório;2
MS;IRÃ;Provisório;1
MS;TCHECOSLOVAQUIA;Residente;1
MS;PAÍSES BAIXOS;Provisório;1
MS;AFEGANISTÃO;Temporário;1
MS;TAILÂNDIA;Residente;1
MS;GUINÉ EQUATORIAL;Temporário;1
AC;PERU;Temporário;438
AC;PERU;Residente;913
AC;BOLÍVIA;Temporário;1145
AC;VENEZUELA;Residente;389
AC;MÉXICO;Residente;11
AC;ESPANHA;Residente;27
AC;ALEMANHA;Residente;42
AC;BOLÍVIA;Residente;1427
AC;VENEZUELA;Temporário;349
AC;ITÁLIA;Residente;35
AC;FRANÇA;Residente;16
AC;ESTADOS UNIDOS;Residente;62
AC;VENEZUELA;Provisório;75
AC;PORTUGAL;Residente;24
AC;ARGENTINA;Residente;57
AC;COLÔMBIA;Residente;140
AC;REINO UNIDO;Residente;4
AC;EQUADOR;Provisório;5
AC;CUBA;Residente;95
AC;ANGOLA;Temporário;5
AC;SENEGAL;Residente;10
AC;COLÔMBIA;Provisório;39
AC;AUSTRIA;Residente;4
AC;COLÔMBIA;Temporário;74
AC;CABO VERDE;Residente;1
AC;ANGOLA;Residente;3
AC;URUGUAI;Residente;14
AC;CHILE;Residente;24
AC;HAITI;Temporário;3
AC;ESTADOS UNIDOS;Temporário;6
AC;HAITI;Residente;12
AC;CUBA;Temporário;8
AC;JAPÃO;Residente;14
AC;CUBA;Provisório;31
AC;PAÍSES BAIXOS;Residente;4
AC;CHILE;Temporário;5
AC;LÍBANO;Residente;10
AC;EQUADOR;Temporário;11
AC;TRINIDAD E TOBAGO;Residente;1
AC;URUGUAI;Temporário;1
AC;BANGLADESH;Residente;9
AC;MÉXICO;Temporário;2
AC;PARAGUAI;Residente;11
AC;CHINA;Residente;11
AC;MARROCOS;Residente;3
AC;EGITO;Temporário;1
AC;PAQUISTÃO;Residente;1
AC;CHILE;Provisório;2
AC;BÉLGICA;Residente;1
AC;IRLANDA;Temporário;1
AC;REP. DOMINICANA;Provisório;2
AC;EL SALVADOR;Residente;2
AC;ESTADOS UNIDOS;Provisório;1
AC;JORDÂNIA;Residente;1
AC;PERU;Provisório;3
AC;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
AC;MOÇAMBIQUE;Residente;1
AC;HAITI;Provisório;1
AC;ESPANHA;Provisório;2
AC;ISRAEL;Residente;1
AC;GUINÉ BISSAU;Residente;1
AC;RÚSSIA;Residente;3
AC;CONGO;Residente;3
AC;PALAU;Temporário;1
AC;FINLÂNDIA;Residente;1
AC;SUÍCA;Residente;3
AC;ESPANHA;Temporário;2
AC;CANADÁ;Residente;5
AC;NIGÉRIA;Residente;2
AC;QUÊNIA;Residente;1
AC;MOÇAMBIQUE;Temporário;4
AC;EQUADOR;Residente;2
AC;SOMÁLIA;Residente;1
AC;ARGENTINA;Temporário;3
AC;PALESTINA;Residente;3
AC;CHINA;Temporário;2
AC;SUÉCIA;Residente;1
AC;INDONÉSIA;Residente;2
AC;REPÚBLICA TCHECA;Residente;1
AC;GUINÉ BISSAU;Temporário;1
AC;COSTA RICA;Residente;1
AC;TOGO;Residente;1
MG;BARBADOS;Residente;1
MT;NEPAL;Temporário;1
MT;BENIN;Residente;1
MT;QUÊNIA;Residente;4
MT;NIGÉRIA;Temporário;8
MT;ESTÔNIA;Temporário;1
MT;IRÃ;Provisório;3
MG;MADAGASCAR;Residente;1
RO;CAZAQUISTÃO;Residente;1
RO;GUINÉ BISSAU;Residente;2
RO;JORDÂNIA;Residente;11
RO;INDONÉSIA;Residente;2
RJ;COMORES;Residente;2
MG;KOSOVO;Residente;1
--;URUGUAI;Residente;6
--;JAPÃO;Residente;26
--;PERU;Residente;9
--;PORTUGAL;Residente;21
--;ARGENTINA;Residente;9
--;ITÁLIA;Residente;4
--;ESPANHA;Residente;6
--;FRANÇA;Residente;4
--;REINO UNIDO;Residente;3
--;CHINA;Residente;3
--;PAÍSES BAIXOS;Residente;6
--;INDIA;Residente;2
--;CANADÁ;Residente;1
--;COLÔMBIA;Residente;10
--;ALEMANHA;Residente;2
--;PALESTINA;Residente;1
--;GRÉCIA;Residente;1
--;AUSTRIA;Residente;1
--;ESTADOS UNIDOS;Residente;11
--;BOLÍVIA;Residente;4
--;CHILE;Residente;5
--;PARAGUAI;Residente;2
--;SURINAME;Residente;1
--;EQUADOR;Residente;1
--;EL SALVADOR;Residente;1
--;SUÍCA;Residente;1
--;ESLOVÊNIA;Residente;1
--;SUDÃO;Residente;1
--;ANGOLA;Residente;2
--;SUÉCIA;Residente;2
--;MÉXICO;Residente;1
--;BÉLGICA;Residente;1
--;FILIPINAS;Residente;1
--;ROMÊNIA;Residente;1
--;SÍRIA;Residente;1
MT;TAILÂNDIA;Residente;1
RO;PALESTINA;Residente;10
RO;ARGÉLIA;Residente;1
RO;PALESTINA;Provisório;3
RO;UCRÂNIA;Residente;2
RO;SUDÃO;Residente;2
RO;SERVIA E MONTENEGRO;Residente;1
RO;TURQUIA;Provisório;1
RO;EGITO;Provisório;1
RO;COSTA RICA;Temporário;1
RO;TUNÍSIA;Provisório;1
RO;GUINÉ;Residente;2
RO;AFRICA DO SUL;Residente;1
RO;IRÃ;Residente;2
RO;SAO TOMÉ E PRÍNCIPE;Residente;2
SC;MALI;Residente;19
MS;SRI LANKA;Residente;1
SC;BURKINA FASO;Residente;8
GO;SOMÁLIA;Residente;1
MT;NOVA ZELÂNDIA;Residente;3
MT;MALÁSIA;Residente;3
MT;NICARÁGUA;Residente;1
MT;BELARUS;Residente;1
AC;IRLANDA;Residente;1
AC;BOLÍVIA;Fronteiriço;59
AC;CHILE;Fronteiriço;1
AC;GUIANA;Temporário;1
AC;FRANÇA;Fronteiriço;1
AC;BOLÍVIA;Provisório;1
AC;PERU;Fronteiriço;2
AC;GUATEMALA;Temporário;1
CE;NAMÍBIA;Residente;1
--;RÚSSIA;Residente;1
RS;MACEDÔNIA;Temporário;1
AP;FRANÇA;Fronteiriço;139
AP;GUINÉ BISSAU;Temporário;87
AP;SÍRIA;Provisório;6
AP;BANGLADESH;Temporário;1
AP;PORTUGAL;Temporário;2
AP;SENEGAL;Provisório;1
AP;GUIANA FRANCESA;Fronteiriço;1
AP;ARGÉLIA;Residente;1
AP;EQUADOR;Temporário;1
AP;REP. DOMINICANA;Provisório;1
AP;SURINAME;Temporário;1
PA;NEPAL;Residente;1
PR;MOLDOVA;Provisório;1
PR;BARBADOS;Temporário;1
PR;ISLÂNDIA;Temporário;1
PR;GUIANA FRANCESA;Temporário;1
PR;FIJI, ILHAS;Temporário;1
PR;COMORES;Residente;2
PR;SAMOA OCIDENTAL;Residente;1
PR;GÂMBIA;Provisório;3
PR;NACIONALIDADE INDEFINIDA;Residente;1
PR;BAHAMA,IS;Temporário;1
PR;GUINÉ EQUATORIAL;Provisório;1
PR;NAMÍBIA;Provisório;1
PR;MONGÓLIA;Temporário;4
PR;MALAVI;Residente;1
PR;AUSTRÁLIA;Temporário;2
SC;ANGOLA;Provisório;10
SC;GUINÉ;Provisório;7
SC;BANGLADESH;Provisório;5
SC;MAURITÂNIA;Provisório;1
SC;TOGO;Temporário;7
SC;TRINIDAD E TOBAGO;Provisório;3
SC;TRINIDAD E TOBAGO;Temporário;2
SC;BURKINA FASO;Provisório;4
SC;GUATEMALA;Provisório;1
SC;CHINA;Provisório;4
SC;MALI;Temporário;1
SC;GÂMBIA;Temporário;1
SC;SERRA LEOA;Temporário;1
SC;CAMARÕES;Provisório;1
SC;BURKINA FASO;Temporário;4
SC;BENIN;Provisório;7
SC;LIECHTENSTEIN;Residente;1
MG;POLÔNIA;Provisório;1
MG;LETÔNIA;Temporário;2
MG;DOMINICA;Provisório;1
MG;LITUÂNIA;Temporário;1
BA;CORÉIA DO SUL;Provisório;10
BA;FILIPINAS;Provisório;3
BA;ZÂMBIA;Temporário;1
RR;JAMAICA;Provisório;3
RR;VANUATU;Residente;1
RR;REP. DOMINICANA;Temporário;1
RR;IRÃ;Provisório;1
RR;SÍRIA;Provisório;1
RR;PALESTINA;Provisório;1
MG;REPÚBLICA TCHECA;Provisório;1
SC;CANADÁ;Provisório;1
SC;EGITO;Temporário;3
SC;CROÁCIA;Temporário;2
SC;PANAMÁ;Provisório;2
SC;SURINAME;Residente;3
SC;BAHAMA,IS;Residente;1
SC;VANUATU;Residente;2
SC;NOVA ZELÂNDIA;Temporário;1
SC;MOLDOVA;Provisório;1
SC;QUÊNIA;Temporário;1
SC;ROMÊNIA;Provisório;1
SC;IÊMEN;Provisório;1
MT;EL SALVADOR;Provisório;1
MT;SENEGAL;Provisório;1
MT;PALESTINA;Provisório;4
MT;DINAMARCA;Temporário;2
MT;BURUNDI;Temporário;4
MT;FINLÂNDIA;Temporário;2
MT;TAIWAN, PROVINCIA DA CHINA;Temporário;1
MT;BOTSUANA;Residente;1
MT;SUDÃO;Provisório;1
MT;TRINIDAD E TOBAGO;Temporário;1
MT;GUIANA;Temporário;1
MT;GABÃO;Temporário;1
MT;CONGO;Temporário;3
RS;CHILE;Provisório;4
RS;PARAGUAI;Provisório;1
RS;TURQUIA;Provisório;11
RS;PAQUISTÃO;Provisório;4
RS;CHINA;Provisório;3
RS;RÚSSIA;Provisório;4
RS;GUIANA FRANCESA;Provisório;3
RS;CAZAQUISTÃO;Temporário;4
RS;ESLOVÁQUIA;Temporário;1
RS;MOÇAMBIQUE;Provisório;1
RS;GEÓRGIA;Residente;1
RS;GUINÉ;Provisório;7
RJ;MAURÍCIO;Temporário;1
RJ;GUINÉ BISSAU;Provisório;1
RJ;ZÂMBIA;Provisório;1
RJ;UGANDA;Temporário;1
RJ;NEPAL;Residente;1
CE;GUINÉ EQUATORIAL;Temporário;1
CE;ESTÔNIA;Residente;1
BA;MARROCOS;Temporário;2
BA;SRI LANKA;Residente;1
BA;FINLÂNDIA;Temporário;7
BA;GUINÉ EQUATORIAL;Residente;1
PR;NAMÍBIA;Residente;1
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;1
RJ;INDONÉSIA;Provisório;1
RJ;SRI LANKA;Temporário;4
RJ;JORDÂNIA;Temporário;1
RJ;CHIPRE;Temporário;1
BA;EL SALVADOR;Temporário;2
BA;TAILÂNDIA;Residente;2
BA;CHIPRE;Temporário;1
BA;MACEDÔNIA;Residente;1
BA;SOMÁLIA;Provisório;1
BA;GUINÉ;Provisório;1
BA;GUINÉ;Temporário;1
MG;GÂMBIA;Provisório;4
MG;GUINÉ EQUATORIAL;Residente;1
MG;MALI;Residente;1
MG;ESTÔNIA;Temporário;1
MG;CAMBOJA;Residente;1
MG;FILIPINAS;Provisório;1
MG;CAZAQUISTÃO;Temporário;1
MG;BOLÍVIA;Provisório;1
MG;IÊMEN;Provisório;1
MG;CHILE;Provisório;1
MG;MÉXICO;Provisório;2
MG;ESLOVÊNIA;Temporário;1
RO;IRÃ;Provisório;3
RO;LÍBIA;Provisório;1
RO;BENIN;Residente;1
RO;BANGLADESH;Residente;1
RO;ITÁLIA;Temporário;1
RO;VIETINA;Provisório;1
RS;TAILÂNDIA;Provisório;1
RS;AFRICA DO SUL;Provisório;3
RS;DOMINICA;Provisório;2
RS;GUIANA;Provisório;2
RS;ZÂMBIA;Residente;1
PR;TANZÂNIA;Temporário;1
PR;GUIANA FRANCESA;Provisório;1
PR;UZBEQUISTÃO;Residente;1
PR;REPÚBLICA TCHECA;Temporário;1
SC;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;3
SC;DOMINICA;Residente;1
SC;JORDÂNIA;Temporário;1
SC;ISLÂNDIA;Residente;1
ES;SÍRIA;Provisório;2
ES;SÍRIA;Temporário;1
ES;TUNÍSIA;Temporário;1
GO;PALESTINA;Temporário;4
GO;EGITO;Provisório;2
GO;ARGENTINA;Provisório;1
GO;GABÃO;Temporário;1
GO;SERRA LEOA;Provisório;1
GO;VIETINA;Residente;1
GO;PAQUISTÃO;Provisório;1
GO;BURUNDI;Temporário;1
GO;BURKINA FASO;Residente;1
GO;MADAGASCAR;Temporário;1
GO;GANA;Provisório;1
ES;MACEDÔNIA;Residente;1
RS;HUNGRIA;Temporário;1
RS;ANDORRA;Provisório;1
RS;NACIONALIDADE INDEFINIDA;Provisório;1
MA;CAMARÕES;Temporário;9
MA;PARAGUAI;Temporário;4
MA;BÉLGICA;Temporário;1
SP;GRÉCIA;Provisório;1
SP;NÍGER;Temporário;1
SP;BÓSNIA-HERZEGOVINA;Temporário;1
SP;LUXEMBURGO;Temporário;1
MT;ISRAEL;Temporário;1
MT;SURINAME;Temporário;1
MT;GANA;Provisório;1
MT;MALI;Residente;1
MT;SUÍCA;Temporário;1
MT;CAMARÕES;Provisório;1
MT;UCRÂNIA;Temporário;1
MT;AUSTRIA;Temporário;1
MT;NAMÍBIA;Residente;1
TO;VENEZUELA;Provisório;22
TO;BÉLGICA;Temporário;2
TO;PORTO RICO;Residente;1
TO;ESPANHA;Temporário;4
TO;CONGO;Temporário;16
TO;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
TO;MOÇAMBIQUE;Residente;3
TO;GABÃO;Provisório;1
TO;HUNGRIA;Residente;1
TO;GUINÉ BISSAU;Temporário;7
TO;EGITO;Temporário;1
TO;ITÁLIA;Temporário;13
TO;BENIN;Temporário;3
TO;PAQUISTÃO;Residente;4
TO;EQUADOR;Temporário;4
TO;NIGÉRIA;Temporário;2
TO;BENIN;Residente;2
TO;CHILE;Temporário;3
TO;ARGENTINA;Temporário;4
TO;PERU;Temporário;7
TO;CINGAPURA;Residente;1
TO;CONGO;Provisório;1
TO;INDONÉSIA;Residente;1
TO;PAQUISTÃO;Temporário;3
TO;CABO VERDE;Temporário;2
TO;ALEMANHA;Temporário;1
TO;GUIANA;Residente;2
TO;JAMAICA;Temporário;1
TO;SUÍCA;Temporário;1
TO;INDIA;Temporário;1
TO;NAMÍBIA;Residente;1
TO;PANAMÁ;Temporário;1
TO;MOÇAMBIQUE;Temporário;2
TO;GANA;Temporário;1
TO;ROMÊNIA;Residente;1
TO;MAURITÂNIA;Provisório;1
TO;COLÔMBIA;Provisório;1
TO;CORÉIA DO SUL;Residente;2
TO;GRANADA;Temporário;1
TO;TOGO;Temporário;1
TO;TUNÍSIA;Residente;1
TO;ANGOLA;Provisório;1
TO;BULGÁRIA;Residente;1
TO;EL SALVADOR;Residente;1
TO;ISLÂNDIA;Residente;1
PI;BELIZE;Residente;1
PI;SÉRVIA;Residente;1
PI;PAÍSES BAIXOS;Temporário;1
PI;ESLOVÊNIA;Residente;1
PI;AUSTRIA;Temporário;1
RN;NICARÁGUA;Temporário;1
RN;HONDURAS;Temporário;2
RN;BURKINA FASO;Temporário;1
PA;CORÉIA DO SUL;Temporário;6
PA;ERITRÉIA;Temporário;1
PA;SUDÃO;Provisório;1
PA;SOMÁLIA;Provisório;1
PA;MARROCOS;Temporário;1
RS;CAMARÕES;Temporário;2
RS;TANZÂNIA;Temporário;1
RS;NICARÁGUA;Temporário;1
RJ;MAURITÂNIA;Residente;2
PE;JAMAICA;Residente;1
PE;PAQUISTÃO;Provisório;4
PE;SENEGAL;Temporário;1
PE;UCRÂNIA;Provisório;1
PE;RUANDA;Temporário;2
PE;CORÉIA DO SUL;Provisório;3
PE;JORDÂNIA;Residente;1
PE;CORÉIA DO SUL;Temporário;1
AC;BANGLADESH;Provisório;1
AC;PORTUGAL;Temporário;2
AC;CORÉIA DO SUL;Residente;1
AC;GANA;Residente;1
AC;PARAGUAI;Temporário;1
AC;GANA;Temporário;1
AC;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
PB;IRAQUE;Residente;1
PB;AFRICA DO SUL;Residente;1
PA;CHINA;Provisório;1
